1422282899,113.2751,113.7400,113.1300,113.7400,3494600
1422283140,113.7700,113.8500,113.2600,113.2750,1666500
1422283499,113.3851,113.9100,113.2905,113.7600,1469700
1422283799,113.5600,113.6100,113.3300,113.3900,878900
1422284099,113.6199,113.7100,113.5200,113.5700,810900
1422284399,113.6780,113.7000,113.3800,113.6251,758100
1422284699,113.6000,113.8400,113.5500,113.6900,751100
1422284940,113.7150,113.8400,113.5600,113.5900,743800
1422285299,113.6400,113.7200,113.5400,113.7200,474600
1422285599,113.4400,113.6660,113.3349,113.6400,891500
1422285840,113.5090,113.6000,113.2600,113.4400,716300
1422286199,113.6050,113.6200,113.4200,113.5017,496900
1422286440,113.5790,113.6700,113.5000,113.6000,578200
1422286798,113.5700,113.6300,113.5200,113.5800,387300
1422287099,113.7290,113.7300,113.5300,113.5537,554200
1422287340,114.1100,114.1100,113.7200,113.7249,1288200
1422287699,114.2100,114.2299,114.0000,114.1100,794100
1422287940,114.2200,114.2500,114.1400,114.2200,564500
1422288299,114.2700,114.2700,114.1000,114.2200,618900
1422288599,114.1800,114.3600,114.1500,114.2700,773600
1422288899,114.1600,114.2790,114.1400,114.1850,424200
1422289199,114.0890,114.1800,114.0200,114.1600,464200
1422289499,114.1500,114.2800,114.0900,114.0900,542100
1422289799,114.0100,114.1800,113.9100,114.1500,689600
1422290040,113.8890,114.0700,113.8500,114.0100,484800
1422290399,113.9240,113.9900,113.8100,113.8899,421500
1422290640,113.8050,113.9900,113.8000,113.9300,485800
1422290940,113.7400,113.8300,113.7239,113.8100,465400
1422291299,113.6570,113.7850,113.5400,113.7400,711300
1422291540,113.5870,113.6700,113.5100,113.6600,583500
1422291840,113.6099,113.6799,113.5600,113.5900,395300
1422292199,113.4500,113.6238,113.3839,113.6061,768100
1422292498,113.4250,113.5800,113.3900,113.4320,504500
1422292799,113.6000,113.6100,113.4200,113.4300,443300
1422293040,113.7000,113.7300,113.5800,113.6000,388800
1422293399,113.6299,113.7500,113.6200,113.7000,362600
1422293699,113.5570,113.6800,113.5500,113.6300,322500
1422293940,113.5850,113.6000,113.4600,113.5560,358500
1422294240,113.6200,113.6600,113.5401,113.5500,226000
1422294540,113.4299,113.6300,113.4200,113.6300,340000
1422294840,113.5000,113.5600,113.4200,113.4246,310100
1422295145,113.5300,113.6100,113.4400,113.5100,244700
1422295440,113.4699,113.5400,113.3600,113.5300,366000
1422295740,113.3600,113.4600,113.3100,113.4600,294000
1422296040,113.3901,113.4500,113.3200,113.3550,380700
1422296340,113.5250,113.5800,113.3800,113.4000,339400
1422296644,113.4900,113.5300,113.4600,113.5141,219900
1422296998,113.5000,113.5550,113.4700,113.4810,219400
1422297240,113.6057,113.6700,113.5000,113.5000,397700
1422297540,113.6580,113.6700,113.5500,113.6050,240600
1422297842,113.6300,113.6800,113.6100,113.6400,272300
1422298199,113.7500,113.7500,113.6300,113.6400,503800
1422298440,113.6300,113.7900,113.6100,113.7401,453000
1422298799,113.6590,113.7200,113.6000,113.6300,315900
1422299041,113.7199,113.7500,113.6500,113.6690,324700
1422299399,113.7750,113.7800,113.6900,113.7199,280300
1422299640,113.7446,113.8101,113.6700,113.7600,742900
1422299999,113.7500,113.8057,113.7300,113.7500,229800
1422300240,113.6536,113.7600,113.6200,113.7443,400500
1422300598,113.6701,113.6800,113.5400,113.6600,426300
1422300843,113.6350,113.7400,113.6200,113.6800,359000
1422301198,113.5000,113.6550,113.4800,113.6350,504900
1422301499,113.3710,113.5399,113.3600,113.5000,574100
1422301799,113.3000,113.3900,113.2600,113.3700,535400
1422302099,113.0700,113.3150,112.9000,113.2999,1328000
1422302399,113.1445,113.2400,113.0100,113.0690,636600
1422302699,113.0600,113.1650,113.0600,113.1500,311800
1422302999,113.1400,113.2200,113.0301,113.0700,365800
1422303299,113.2750,113.3800,113.1300,113.1400,549300
1422303540,113.2150,113.3000,113.1500,113.2800,512800
1422303899,112.9919,113.2200,112.9400,113.2200,867400
1422304199,113.0300,113.1200,112.9600,112.9950,615100
1422304440,112.8958,113.0300,112.8700,113.0300,738200
1422304799,112.9400,113.0100,112.8700,112.8900,636800
1422305099,112.8800,112.9600,112.8000,112.9399,637000
1422305340,112.9110,112.9400,112.8550,112.8600,494100
1422305699,113.2550,113.2600,112.9200,112.9200,1034800
1422305999,113.0900,113.2600,113.0500,113.2600,1408300
1422306000,113.1000,113.1000,113.1000,113.1000,4715800
1422369299,111.4999,112.4600,111.0100,112.4300,0
1422369599,111.3700,111.5200,110.5400,111.4900,2785500
1422369899,111.4300,111.7300,111.3001,111.3700,1586400
1422370199,111.4000,111.6000,111.0100,111.4200,1243100
1422370499,111.0000,111.4700,110.8300,111.4000,1314700
1422370799,111.1010,111.1500,110.8800,111.0000,1882200
1422371040,111.2000,111.3200,110.9000,111.1000,1144000
1422371340,111.2200,111.3400,111.0900,111.2100,710700
1422371699,111.0350,111.3300,110.9600,111.2200,632100
1422371940,111.0600,111.1480,110.9200,111.0350,674800
1422372299,111.0000,111.1400,110.9400,111.0600,741800
1422372599,110.7548,111.1100,110.7500,111.0100,1080400
1422372899,110.5260,110.7900,110.5200,110.7600,1220700
1422373199,110.4250,110.5799,110.2700,110.5278,1340700
1422373440,109.9000,110.4250,109.7500,110.4200,1955000
1422373799,110.0700,110.0900,109.7500,109.8900,969700
1422374040,110.0290,110.1300,109.8450,110.0700,922500
1422374399,110.1300,110.1790,109.9300,110.0300,763300
1422374640,110.1299,110.2200,110.0900,110.1390,745800
1422374999,110.3100,110.3400,110.1100,110.1200,760600
1422375240,110.4800,110.5000,110.2500,110.3139,832400
1422375599,110.4000,110.5300,110.3100,110.4900,671500
1422375840,110.3800,110.5300,110.3600,110.4000,616400
1422376140,110.3700,110.4700,110.1200,110.3890,836700
1422376499,110.7390,110.7900,110.3300,110.3700,1133800
1422376799,110.7400,110.8400,110.6668,110.7300,611300
1422377041,110.6197,110.7800,110.5800,110.7401,633600
1422377340,110.9000,110.9300,110.5900,110.6100,602100
1422377699,110.8099,110.9200,110.7700,110.9000,463300
